"Timestamp","In the past 12 months, has any household member done the following? (Check all that apply) [Visited the Community Center]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town swimming facilities]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town recreational fields or courts]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Pine Meadows golf course]","In the past 12 months, has any household member done the following? (Check all that apply) [Used a school or neighborhood playground]","In the past 12 months, has any household member done the following? (Check all that apply) [Used the Minuteman Bikeway]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Lexpress bus]","In the past 12 months, has any household member done the following? (Check all that apply) [Visited Lexington conservation areas]","In the past 12 months, has any household member done the following? (Check all that apply) [Directly received fire or police services]","In the past 12 months, has any household member done the following? (Check all that apply) [Attended Lexington public schools]","In the past 12 months, has any household member done the following? (Check all that apply) [Participated in any town provided program or service for seniors]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Cary library or attended a library event]","In the past 12 months, has any household member done the following? (Check all that apply) [Served town government in any capacity (employee, committee member, town meeting member, elected representative)]","Are you aware that the Recreation & Community Programs Department offers financial aid for programs and services?","Has a household member received this type of financial assistance to participate in a program or service? ","If your primary residence is rental, please indicate your monthly rental cost: ","If you own your primary residence, please indicate your total monthly housing payment (mortgage, insurance, property taxes):","Do you receive a property tax deferral or property tax credit due to limited income?","What level of stress does your household experience with payment of monthly housing costs?","Please elaborate or share any additional thoughts. ","Thinking about all the costs of living in your owned property or rental (rent/mortgage, home maintenance, condo fees, property taxes, insurance, utilities), what portion of these costs do you estimate is related to property taxes?","Are you responsible for the housing costs at your residence (i.e. owner or lessee)?","Are you considering relocating away from Lexington in the next 10 years?","Age (respondent)","Size of household (number of people)","Disabilities within household (check all that apply)","Length of time living in town (respondent)","What type of property is your residence?","Approximate market property value of your Lexington residence (if owned):","Please indicate your approximate household income in the past 12 months","Please indicate how the survey was shared with you (any groups or lists or whether it was forwarded to you.)","Please share any comments to the survey team about this survey. Thank you."
"2018/10/11 9:10:26 AM EST","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","N/A","Yes","N/A","No","No","","$2,001-$4,000","No","None","We were lucky enough to pay a very small house in 2011, when prices were quite low. We would not have been able to buy a house here if the prices were what they are now, or if all the small houses were being ripped down the way they are now.","Some (26-50%)","Yes","Unlikely","40-49 years","3","none of the above","moved in 2000-2009","single family home","$500,000-$749,999","$150,000-$199,999","Sent to Liberty Heights email list",""
"2018/10/11 9:11:24 AM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","<$2,000/month","No","","","","Yes","Definitely Not","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$50,000-$74,999","",""
"2018/10/11 9:11:35 AM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$2,001-$4,000","No","Little","","Significant (51-75%)","Yes","Unlikely","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$100,000-$149,999","Lexington At Home",""
"2018/10/11 9:12:50 AM EST","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","","<$2,000/month","No","Some","Costs continue to rise with few benefits for seniors on limited incomes.","Substantial (76-100%)","Yes","Undecided - Possible","70-79 years","2","with a vision difficulty","moved in 1979 and earlier","single family home","$750,000-$999,999","$75,000-$99,000","VIa Town website","I would like to hear what action is taken based on the survey"
"2018/10/11 9:21:21 AM EST","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","N/A","$4,001-$6,000","No","Some","","Little (1-25%)","Yes","Definitely Not","under 30 years","4","none of the above","moved in 2015 or later","single family home","$750,000-$999,999","$200,000 and over","",""
"2018/10/11 9:27:20 AM EST","Yes","No","No","No","No","No","Yes","","No","","","","No","Yes","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Likely","70-79 years","1","none of the above","moved in 1990-1999","condominium","$500,000-$749,999","$100,000-$149,999","Lexington at Home","Thank You"
"2018/10/11 9:39:05 AM EST","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","<$2,000/month","No","Some","Real estate taxes seem to be increasing at exponential rates with no benefits for senior citizens.","Some (26-50%)","Yes","Undecided - Possible","70-79 years","2","with a hearing difficulty;with a vision difficulty;with a cognitive difficulty;with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","$150,000-$199,999","Lexington at Home publicity Chair- Howard Cloth","Please publicize your results."
"2018/10/11 9:55:11 AM EST","Yes","Yes","","","","Yes","Yes","Yes","","","Yes","Yes","","No","No","","$2,001-$4,000","No","Little","","N/A","Yes","Unlikely","60-69 years","2","with a hearing difficulty","moved in 1980-1989","single family home","$1,500,000-$1,749,999","$75,000-$99,000","Lexington At Home","Would have been helpful to be advised in advance some of the specific info I should have had available before starting the survey."
"2018/10/11 10:11:43 AM EST","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","N/A","$4,001-$6,000","No","Little","","Some (26-50%)","Yes","Unlikely","31-39 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","Bowman listserve, neighborhood listserve",""
"2018/10/11 10:17:45 AM EST","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","$1500-2999","","No","Little","","Some (26-50%)","Yes","Likely","80 years and over","1","with an ambulatory difficulty","moved in 1979 and earlier","apartment","","$100,000-$149,999","Lexington At Home",""
"2018/10/11 10:20:35 AM EST","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","N/A","No","N/A","","<$2,000/month","No","Little","","Substantial (76-100%)","Yes","Definitely","80 years and over","2","with a hearing difficulty;with an ambulatory difficulty","moved in 1979 and earlier","single family home","$750,000-$999,999","$200,000 and over","X","Good survey!"
"2018/10/11 10:21:32 AM EST","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","","<$2,000/month","No","None","I own the house outright, so that monthly costs are limited to taxes and insurance.","Little (1-25%)","Yes","Definitely Not","80 years and over","1","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$75,000-$99,000","sent to Lexington at Home by a member",""
"2018/10/11 10:26:44 AM EST","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","","","No","None","","Little (1-25%)","Yes","Unlikely","70-79 years","2","none of the above","","single family home","$1,000,000-$1,249,999","N/A","Nextdoor",""
"2018/10/11 11:01:16 AM EST","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","N/A","","No","","","Significant (51-75%)","Yes","Undecided - Possible","70-79 years","4","with a hearing difficulty;with a cognitive difficulty;with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","N/A","lexington list",""
"2018/10/11 11:08:02 AM EST","Yes","","","","","","","","","","Yes","Yes","","No","No","","","No","","","","","N/A","80 years and over","2","N/A","moved in 1979 and earlier","single family home","","","",""
"2018/10/11 11:13:32 AM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$2,001-$4,000","No","Some","","Significant (51-75%)","Yes","Undecided - Possible","70-79 years","2","with a hearing difficulty;with a self-care difficulty","moved in 1979 and earlier","single family home","$1,250,000-$1,499,999","N/A","","Property taxes are EXTREME for fixed income folks.  The town should find other sources of income.  In our case we never had students in the Lexington schools. "
"2018/10/11 11:30:17 AM EST","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","","$2,001-$4,000","No","Significant","","Some (26-50%)","Yes","Definitely Not","60-69 years","2","with a hearing difficulty;with a vision difficulty","moved in 1980-1989","single family home","$1,250,000-$1,499,999","Less than $35,000","Next Door list posting by Joe Pato",""
"2018/10/11 11:32:40 AM EST","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Significant","","Little (1-25%)","Yes","Unlikely","50-59 years","4","none of the above","moved in 1990-1999","single family home","$750,000-$999,999","$100,000-$149,999","facebook",""
"2018/10/11 12:23:21 PM EST","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","80 years and over","2","with a hearing difficulty;with a vision difficulty;with an ambulatory difficulty","moved in 1979 and earlier","single family home","$1,250,000-$1,499,999","$150,000-$199,999","",""
"2018/10/11 12:25:38 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","<$2,000/month","No","Some","The taxes and utility rates are very high. I’m surprised all of Lexington does not have more affordable, more efficient and greener natural gas.","Substantial (76-100%)","Yes","Definitely","40-49 years","4","N/A","moved in 2015 or later","single family home","$1,000,000-$1,249,999","$150,000-$199,999","LexFun","I am concerned with the rising property tax rates and the ability of aging residents to pay. This town is always talking about diversity, but they don’t seem to be concerned at all with socioeconomic diversity. I also think the town should help neighborhoods work with National Grid to get more natural gas lines because it is more economical, cleaner and a much more comfortable heat source than electric or oil heat. This would be a great investment for the town and the residence."
"2018/10/11 12:29:34 PM EST","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","","$4,001-$6,000","No","Some","","Little (1-25%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$500,000-$749,999","$150,000-$199,999","LexFun",""
"2018/10/11 12:46:09 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","N/A","$4,001-$6,000","No","Some","Stress is more directly experienced (and significant) as it relates to dual income family schedule which is required to meet expenses.","Little (1-25%)","Yes","Definitely Not","31-39 years","4","none of the above","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","Nextdoor Neighborhood Network","Expensive to live in this area but I think Lexington offers a lot and overall a great value."
"2018/10/11 12:52:36 PM EST","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","","No","No","","","No","Some","Real Estate taxes are very high","Some (26-50%)","Yes","Undecided - Possible","60-69 years","2","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","","","We need another survey about commercial presence in town.  I miss bookstores, inexpensive - moderate clothing stores, unique shops.  Have to go to Concord."
"2018/10/11 1:00:44 PM EST","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","N/A","<$2,000/month","No","Some","","Some (26-50%)","Yes","Undecided - Possible","80 years and over","2","none of the above","moved in 1980-1989","single family home","$750,000-$999,999","$35,000-$49,999","",""
"2018/10/11 1:00:53 PM EST","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","$1500-2999","N/A","N/A","Substantial","Cost of living to high as many do not receive cost of living increases in salary","Significant (51-75%)","N/A","Undecided - Possible","40-49 years","3","none of the above","moved in 2010-2014","other","$1,000,000-$1,249,999","$75,000-$99,000","LRTC","Lessen the partisan ideology and rhetoric as many do not have trust funds"
"2018/10/11 1:03:08 PM EST","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","N/A","No","N/A","$2,001-$4,000","No","None","","","Yes","Undecided - Possible","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","$100,000-$149,999"," Forwarded",""
"2018/10/11 1:10:16 PM EST","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","N/A","N/A","No","Significant","","","","Likely","","","N/A","moved in 1990-1999","single family home","","","",""
"2018/10/11 1:15:22 PM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Some","The town does not appear to be attempting to save money. it buys any property that comes on the market (Armenian Sisters Academy, Liberty Mutual Building). These are luxury purchases, not necessities.","Some (26-50%)","Yes","Likely","","","","moved in 2000-2009","single family home","$1,000,000-$1,249,999","","Forwarded by a Town Meeting Member",""
"2018/10/11 1:24:27 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","N/A","Yes","Yes","No","Yes","No","$4500+","$4,001-$6,000","No","Significant","We are both retired, and we moved here because the schools are excellent. My attitude is that if the people of the town care about education and their kids, they care about the town in general. I feel this way, even though I have no children. I have taught in the town for nine years. The real estate taxes are getting to us, though, as we enter our 70s.","Some (26-50%)","Yes","Undecided - Possible","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$50,000-$74,999","Joe Pato through LexLiberty List serve.","Thank you for asking the residents of the town our opinion and for taking the time to read the comments."
"2018/10/11 1:26:58 PM EST","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","","$6,001-$8,000","No","None","","Some (26-50%)","Yes","Unlikely","50-59 years","4","N/A","moved in 2000-2009","single family home","$1,250,000-$1,499,999","","",""
"2018/10/11 1:31:52 PM EST","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","N/A","$4,001-$6,000","No","Some","I think my stress comes from after school problem.The after school program in this town is horrible. There's not enough service for every child. A lot of residents have two incomes. I have to put my job on hold to take care of my kids after school since Estabrook doesn't have enough space for the kids and they don't allow shuttling kids to other schools of local clubs like YMCA, Boys and Girls clubs that may have space. If you look around Burlington, Woburn, Winchester, for example, they do provide buses to take kids after school, while this town make it like a competition. ","Some (26-50%)","Yes","Unlikely","31-39 years","4","none of the above","moved in 2015 or later","single family home","$1,500,000-$1,749,999","$200,000 and over","LexFun",""
"2018/10/11 1:38:24 PM EST","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","","$2,001-$4,000","No","Some","","Significant (51-75%)","Yes","Definitely","50-59 years","3","N/A","moved in 1990-1999","single family home","$750,000-$999,999","$100,000-$149,999","LRTC",""
"2018/10/11 1:39:12 PM EST","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","N/A","$10,001+","No","None","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","with a self-care difficulty;none of the above","moved in 1979 and earlier","single family home","$2,000,000 and more","$200,000 and over","Lexington Republican Town Committee",""
"2018/10/11 1:42:40 PM EST","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","","$6,001-$8,000","No","Some","","Significant (51-75%)","Yes","Undecided - Possible","31-39 years","3","none of the above","moved in 2010-2014","single family home","$1,250,000-$1,499,999","$200,000 and over","",""
"2018/10/11 1:45:49 PM EST","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","N/A","No","N/A","","No","None","","Significant (51-75%)","Yes","Undecided - Possible","70-79 years","2","with a hearing difficulty","moved in 1979 and earlier","single family home","$1,250,000-$1,499,999","N/A","Next Door",""
"2018/10/11 1:50:37 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","","$4,001-$6,000","No","Little","","Substantial (76-100%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2000-2009","single family home","$2,000,000 and more","","lexingtonfriends@googlegroups.com",""
"2018/10/11 1:51:38 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","N/A","Yes","No","No","No","N/A","$6,001-$8,000","No","Little","","Significant (51-75%)","Yes","Definitely Not","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,500,000-$1,749,999","$200,000 and over","LexFUN ",""
